group1	group2	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci
d12_1008_4	d15_972_2	5	0.780366	0.709946	0.908933	0.905545	0.91232
d12_1008_5	d15_972_2	8	0.674129	0.772166	0.866276	0.862	0.870552
d12_1009_1	d15_972_2	7	0.756027	0.753646	0.920548	0.917896	0.923199
d12_1009_2	d15_972_2	9	0.747217	0.716044	0.891054	0.887378	0.89473
d12_1009_4	d15_972_2	10	0.714663	0.765844	0.835476	0.830007	0.840945
d12_1009_5	d15_972_2	6	0.764193	0.772498	0.864143	0.859077	0.869208
d12_1010_2	d15_972_2	9	0.89015	0.605539	0.936491	0.93358	0.939402
d12_1010_3	d15_972_2	11	0.892982	0.612319	0.920953	0.917295	0.924611
d12_1010_4	d15_972_2	10	0.879962	0.666764	0.950568	0.948405	0.95273
d12_1010_5	d15_972_2	9	0.904407	0.62413	0.957053	0.954966	0.95914
d12_1015_1	d15_972_2	12	0.849905	0.703427	0.899578	0.895575	0.903581
d12_1015_2	d15_972_2	9	0.84668	0.6421	0.883759	0.879195	0.888323
d12_1015_3	d15_972_2	11	0.887178	0.581567	0.911309	0.907303	0.915315
d12_1015_4	d15_972_2	4	0.858316	0.74119	0.952638	0.950556	0.95472
d12_1015_5	d15_972_2	6	0.885274	0.635574	0.932165	0.929212	0.935119
d12_972_1	d15_972_2	13	0.510228	0.778423	0.560733	0.55102	0.570446
d12_972_2	d15_972_2	13	0.487143	0.81586	0.523732	0.513616	0.533848
d12_972_3	d15_972_2	14	0.431749	0.735401	0.454735	0.44368	0.465789
d15_972_1	d15_972_2	13	0.115738	0.772281	0.02257	0.01836	0.02678
d0_972_1	d15_972_3	11	0.753863	0.759226	0.761207	0.755218	0.767197
d0_972_2	d15_972_3	13	0.724763	0.815541	0.761117	0.755125	0.76711
d0_972_3	d15_972_3	13	0.743342	0.802915	0.761228	0.75524	0.767215
d10_1006_1	d15_972_3	11	0.722253	0.771795	0.913799	0.911078	0.916519
d10_1006_2	d15_972_3	9	0.771515	0.828054	0.913863	0.910626	0.917101
d10_1006_3	d15_972_3	8	0.646042	0.784268	0.842437	0.837584	0.84729
d10_1007_1	d15_972_3	5	0.783175	0.778499	0.915774	0.912558	0.918989
d10_1007_2	d15_972_3	13	0.83578	0.69228	0.970301	0.969326	0.971276
d10_1007_3	d15_972_3	13	0.744891	0.772282	0.922089	0.919635	0.924542
d10_1008_1	d15_972_3	8	0.607249	0.778355	0.781469	0.775428	0.787511
d10_1008_3	d15_972_3	9	0.81771	0.753263	0.954829	0.953287	0.95637
d10_1009_1	d15_972_3	8	0.818166	0.740617	0.929162	0.926246	0.932079
d10_1009_2	d15_972_3	10	0.830427	0.778097	0.966728	0.965568	0.967888
d10_1009_4	d15_972_3	8	0.870549	0.747132	0.975349	0.974415	0.976284
d10_1010_2	d15_972_3	7	0.862036	0.753433	0.951895	0.949843	0.953947
d10_1010_3	d15_972_3	11	0.820607	0.753553	0.954594	0.953036	0.956151
d10_1010_4	d15_972_3	10	0.80516	0.796997	0.950449	0.948724	0.952173
d10_1015_1	d15_972_3	8	0.718106	0.697737	0.905786	0.902573	0.909
d10_1015_2	d15_972_3	13	0.793771	0.710191	0.948399	0.946569	0.95023
d10_1015_3	d15_972_3	10	0.77428	0.753521	0.952979	0.95145	0.954507
d10_972_1	d15_972_3	10	0.696896	0.78442	0.760774	0.754775	0.766773
d10_972_2	d15_972_3	11	0.703255	0.827951	0.76111	0.755118	0.767101
d10_972_3	d15_972_3	12	0.709088	0.790435	0.760784	0.754782	0.766785
d11_1001_fmt	d15_972_3	12	0.966368	-0.039877	0.950116	0.945759	0.954473
d11_1002_fmt	d15_972_3	12	0.97231	0.043854	0.976322	0.974237	0.978406
d12_1001_fmt	d15_972_3	11	0.965299	-0.083931	0.962659	0.959588	0.96573
d12_1002_fmt	d15_972_3	12	0.967665	-0.017509	0.970211	0.967759	0.972663
d12_1006_1	d15_972_3	9	0.694852	0.778515	0.867691	0.86358	0.871802
d12_1006_2	d15_972_3	8	0.84505	0.753625	0.94789	0.945809	0.94997
d12_1006_3	d15_972_3	7	0.840023	0.791215	0.935394	0.932677	0.93811
d12_1006_4	d15_972_3	10	0.874142	0.796862	0.96365	0.962156	0.965145
d12_1006_5	d15_972_3	10	0.815851	0.809695	0.939958	0.937897	0.942019
d12_1007_1	d15_972_3	11	0.865439	0.673439	0.891527	0.88664	0.896415
d12_1007_2	d15_972_3	13	0.772082	0.734668	0.830685	0.824688	0.836682
d12_1007_3	d15_972_3	24	0.98951	-1.129676	0.994002	0.992993	0.995011
d12_1007_4	d15_972_3	14	0.855669	0.553851	0.900895	0.896853	0.904937
d12_1007_5	d15_972_3	15	0.816635	0.685779	0.918285	0.915108	0.921463
d12_1008_1	d15_972_3	12	0.76978	0.753395	0.925634	0.923072	0.928195
d12_1008_2	d15_972_3	10	0.797275	0.796809	0.919838	0.916867	0.922809
d12_1008_3	d15_972_3	6	0.802366	0.753488	0.929852	0.927226	0.932478
d12_1008_4	d15_972_3	7	0.791693	0.74094	0.920997	0.91804	0.923954
d12_1008_5	d15_972_3	7	0.690708	0.766144	0.884402	0.880666	0.888138
d12_1009_1	d15_972_3	8	0.764438	0.772531	0.928825	0.926419	0.93123
d12_1009_2	d15_972_3	14	0.749164	0.784112	0.900001	0.896579	0.903423
d12_1009_4	d15_972_3	12	0.718723	0.796728	0.848952	0.843872	0.854033
d12_1009_5	d15_972_3	8	0.770991	0.803473	0.874402	0.869647	0.879156
d12_1010_2	d15_972_3	10	0.896014	0.624625	0.942177	0.939476	0.944879
d12_1010_3	d15_972_3	12	0.898811	0.631542	0.925239	0.9217	0.928778
d12_1010_4	d15_972_3	11	0.88593	0.685433	0.956869	0.954972	0.958766
d12_1010_5	d15_972_3	12	0.906346	0.667488	0.961906	0.960039	0.963774
d12_1015_1	d15_972_3	13	0.8557	0.72266	0.906559	0.902754	0.910363
d12_1015_2	d15_972_3	9	0.855045	0.648887	0.891798	0.88745	0.896147
d12_1015_3	d15_972_3	11	0.89342	0.588555	0.917027	0.913189	0.920865
d12_1015_4	d15_972_3	8	0.864194	0.797198	0.958167	0.956317	0.960017
d12_1015_5	d15_972_3	10	0.890909	0.691453	0.936995	0.934191	0.939799
d12_972_1	d15_972_3	14	0.542027	0.796873	0.610539	0.601797	0.619281
d12_972_2	d15_972_3	9	0.519122	0.772335	0.574745	0.565571	0.583919
d12_972_3	d15_972_3	12	0.46626	0.716798	0.507463	0.497248	0.517678
d15_972_1	d15_972_3	12	0.074704	0.765855	0.008698	0.006258	0.011137
d15_972_2	d15_972_3	11	0.059022	0.734908	0.004337	0.002445	0.006228
d0_972_1	d16_1006_1	11	0.708327	0.790383	0.710621	0.704298	0.716943
d0_972_2	d16_1006_1	10	0.67705	0.809069	0.710448	0.704121	0.716775
d0_972_3	d16_1006_1	11	0.69639	0.809124	0.710677	0.704356	0.716998
d10_1006_1	d16_1006_1	9	0.145076	0.778248	0.062546	0.057432	0.06766
d10_1006_2	d16_1006_1	8	0.297144	0.846409	0.060899	0.055439	0.066358
d10_1006_3	d16_1006_1	7	0.274476	0.802814	0.074739	0.067996	0.081482
d10_1007_1	d16_1006_1	5	0.320782	0.809158	0.05669	0.051252	0.062128
d10_1007_2	d16_1006_1	9	0.456925	0.67443	0.198144	0.190342	0.205946
d10_1007_3	d16_1006_1	10	0.185804	0.766174	0.069851	0.064437	0.075266
d10_1008_1	d16_1006_1	7	0.606589	0.796594	0.713004	0.706028	0.719981
d10_1008_3	d16_1006_1	8	0.360694	0.771842	0.171305	0.164927	0.177683
d10_1009_1	d16_1006_1	8	0.352417	0.771605	0.085044	0.077835	0.092253
d10_1009_2	d16_1006_1	8	0.364567	0.784245	0.197962	0.190008	0.205916
d10_1009_4	d16_1006_1	6	0.389562	0.753175	0.234186	0.226056	0.242315
d10_1010_2	d16_1006_1	5	0.339475	0.759109	0.150005	0.142791	0.157219
d10_1010_3	d16_1006_1	9	0.36228	0.759594	0.193022	0.186709	0.199336
d10_1010_4	d16_1006_1	7	0.299443	0.790315	0.13193	0.12518	0.138681
d10_1015_1	d16_1006_1	9	0.181048	0.741307	0.047724	0.043538	0.051911
d10_1015_2	d16_1006_1	16	0.238069	0.778894	0.130498	0.122958	0.138038
d10_1015_3	d16_1006_1	8	0.314618	0.759647	0.149362	0.141926	0.156798
d10_972_1	d16_1006_1	9	0.645938	0.802781	0.710355	0.704024	0.716685
d10_972_2	d16_1006_1	8	0.652493	0.821379	0.710571	0.704247	0.716896
d10_972_3	d16_1006_1	7	0.659449	0.759602	0.710204	0.703867	0.71654
d11_1001_fmt	d16_1006_1	16	0.966883	0.049077	0.963196	0.959986	0.966407
d11_1002_fmt	d16_1006_1	20	0.949659	0.179162	0.911358	0.905656	0.917059
d12_1001_fmt	d16_1006_1	18	0.962805	0.04133	0.957863	0.954624	0.961102
d12_1002_fmt	d16_1006_1	18	0.955315	0.096065	0.924004	0.918785	0.929223
d12_1006_1	d16_1006_1	10	0.15422	0.821508	0.033052	0.028091	0.038014
d12_1006_2	d16_1006_1	11	0.201244	0.821679	0.174608	0.165931	0.183285
d12_1006_3	d16_1006_1	8	0.271611	0.834015	0.150692	0.141788	0.159596
d12_1006_4	d16_1006_1	12	0.274015	0.852383	0.221543	0.212986	0.230099
d12_1006_5	d16_1006_1	10	0.249835	0.840065	0.175376	0.167003	0.183749
d12_1007_1	d16_1006_1	14	0.664384	0.7425	0.320332	0.308632	0.332032
d12_1007_2	d16_1006_1	14	0.624873	0.778918	0.327577	0.314982	0.340172
d12_1007_3	d16_1006_1	17	0.903739	-1.182434	0.77647	0.766577	0.786362
d12_1007_4	d16_1006_1	16	0.613792	0.611086	0.330179	0.319936	0.340421
d12_1007_5	d16_1006_1	15	0.461165	0.718319	0.135293	0.12972	0.140867
d12_1008_1	d16_1006_1	15	0.195214	0.82168	0.098601	0.093335	0.103867
d12_1008_2	d16_1006_1	13	0.304044	0.864734	0.094916	0.089223	0.100609
d12_1008_3	d16_1006_1	8	0.297003	0.809096	0.106583	0.101002	0.112163
d12_1008_4	d16_1006_1	11	0.323767	0.821393	0.0877	0.082675	0.092725
d12_1008_5	d16_1006_1	11	0.235563	0.845987	0.066129	0.062792	0.069467
d12_1009_1	d16_1006_1	11	0.183297	0.839993	0.10263	0.095359	0.1099
d12_1009_2	d16_1006_1	13	0.187625	0.803097	0.066008	0.059246	0.072771
d12_1009_4	d16_1006_1	15	0.321661	0.864731	0.024001	0.021401	0.026602
d12_1009_5	d16_1006_1	9	0.346166	0.846552	0.041634	0.035336	0.047931
d12_1010_2	d16_1006_1	12	0.530295	0.681522	0.218889	0.21135	0.226428
d12_1010_3	d16_1006_1	13	0.62871	0.675981	0.387282	0.376764	0.3978
d12_1010_4	d16_1006_1	12	0.415694	0.729489	0.184982	0.178283	0.191681
d12_1010_5	d16_1006_1	13	0.454261	0.711833	0.184651	0.177578	0.191723
d12_1015_1	d16_1006_1	15	0.523411	0.779132	0.228048	0.219975	0.23612
d12_1015_2	d16_1006_1	13	0.614779	0.730008	0.394483	0.383671	0.405295
d12_1015_3	d16_1006_1	14	0.663634	0.657633	0.436399	0.425326	0.447473
d12_1015_4	d16_1006_1	6	0.263525	0.802966	0.168914	0.160135	0.177692
d12_1015_5	d16_1006_1	11	0.514581	0.735602	0.258837	0.25082	0.266854
d12_972_1	d16_1006_1	10	0.521865	0.778452	0.672044	0.6649	0.679188
d12_972_2	d16_1006_1	8	0.543159	0.790503	0.667099	0.659882	0.674315
d12_972_3	d16_1006_1	9	0.537056	0.710672	0.660612	0.653313	0.66791
d15_972_1	d16_1006_1	8	0.639255	0.747102	0.811803	0.80702	0.816585
d15_972_2	d16_1006_1	9	0.586812	0.740954	0.772091	0.766484	0.777699
d15_972_3	d16_1006_1	12	0.60392	0.784502	0.789469	0.784209	0.794729
d0_972_1	d16_1006_2	9	0.802052	0.802597	0.780772	0.774687	0.786856
d0_972_2	d16_1006_2	9	0.778162	0.833479	0.78063	0.774542	0.786719
d0_972_3	d16_1006_2	8	0.793071	0.808801	0.780812	0.77473	0.786895
d10_1006_1	d16_1006_2	11	0.287976	0.839978	0.100588	0.094693	0.106484
d10_1006_2	d16_1006_2	8	0.17683	0.882929	0.102423	0.096526	0.10832
d10_1006_3	d16_1006_2	6	0.263263	0.827228	0.16203	0.152922	0.171137
d10_1007_1	d16_1006_2	6	0.204456	0.858139	0.095388	0.089566	0.101211
d10_1007_2	d16_1006_2	10	0.533022	0.724385	0.200014	0.191564	0.208465
d10_1007_3	d16_1006_2	10	0.343435	0.803262	0.104637	0.098497	0.110777
d10_1008_1	d16_1006_2	5	0.664758	0.808711	0.777199	0.770594	0.783805
d10_1008_3	d16_1006_2	9	0.426038	0.821022	0.176467	0.169833	0.183101
d10_1009_1	d16_1006_2	9	0.236936	0.821093	0.1152	0.108059	0.122342
d10_1009_2	d16_1006_2	9	0.420192	0.833475	0.203927	0.195376	0.212478
d10_1009_4	d16_1006_2	9	0.449478	0.827236	0.235564	0.226782	0.244347
d10_1010_2	d16_1006_2	6	0.252978	0.808497	0.157961	0.150777	0.165144
d10_1010_3	d16_1006_2	10	0.423954	0.809113	0.197699	0.191193	0.204206
d10_1010_4	d16_1006_2	8	0.35651	0.839606	0.14249	0.13541	0.149569
d10_1015_1	d16_1006_2	8	0.155468	0.766244	0.09438	0.089085	0.099676
d10_1015_2	d16_1006_2	11	0.290188	0.754486	0.147044	0.139131	0.154958
d10_1015_3	d16_1006_2	9	0.418912	0.809013	0.163652	0.155677	0.171627
d10_972_1	d16_1006_2	8	0.753504	0.827338	0.780527	0.774435	0.786619
d10_972_2	d16_1006_2	6	0.758966	0.833394	0.780729	0.774643	0.786815
d10_972_3	d16_1006_2	6	0.764447	0.784042	0.780433	0.774336	0.78653
d11_1001_fmt	d16_1006_2	12	0.960576	0.037508	0.963356	0.960263	0.96645
d11_1002_fmt	d16_1006_2	14	0.940645	0.143266	0.914008	0.908297	0.919719
d12_1001_fmt	d16_1006_2	14	0.956238	0.029225	0.960163	0.957079	0.963248
d12_1002_fmt	d16_1006_2	13	0.947207	0.07068	0.92896	0.92388	0.934041
d12_1006_1	d16_1006_2	11	0.112615	0.870652	0.043082	0.038073	0.048092
d12_1006_2	d16_1006_2	10	0.255882	0.846033	0.174798	0.165777	0.183819
d12_1006_3	d16_1006_2	8	0.190591	0.870646	0.145295	0.136167	0.154422
d12_1006_4	d16_1006_2	10	0.335076	0.864326	0.218249	0.209153	0.227345
d12_1006_5	d16_1006_2	11	0.304075	0.889167	0.169715	0.160919	0.17851
d12_1007_1	d16_1006_2	11	0.603866	0.742545	0.312288	0.300408	0.324169
d12_1007_2	d16_1006_2	12	0.554226	0.791094	0.365969	0.352594	0.379344
d12_1007_3	d16_1006_2	14	0.885723	-1.162432	0.764701	0.754229	0.775173
d12_1007_4	d16_1006_2	14	0.551625	0.624088	0.325729	0.315307	0.336151
d12_1007_5	d16_1006_2	14	0.369147	0.74318	0.150608	0.144812	0.156404
d12_1008_1	d16_1006_2	13	0.248585	0.834478	0.120702	0.115147	0.126256
d12_1008_2	d16_1006_2	13	0.196619	0.901433	0.113362	0.107632	0.119091
d12_1008_3	d16_1006_2	11	0.217678	0.882901	0.128849	0.123127	0.13457
d12_1008_4	d16_1006_2	12	0.215652	0.870598	0.11713	0.111778	0.122483
d12_1008_5	d16_1006_2	11	0.202588	0.882903	0.119042	0.113571	0.124514
d12_1009_1	d16_1006_2	11	0.230455	0.876736	0.118285	0.110755	0.125815
d12_1009_2	d16_1006_2	12	0.151689	0.828273	0.075377	0.0686	0.082154
d12_1009_4	d16_1006_2	12	0.202835	0.864757	0.041172	0.037562	0.044783
d12_1009_5	d16_1006_2	10	0.230762	0.89539	0.050263	0.044174	0.056351
d12_1010_2	d16_1006_2	14	0.455951	0.742586	0.20219	0.195147	0.209234
d12_1010_3	d16_1006_2	13	0.568349	0.713002	0.36373	0.353086	0.374374
d12_1010_4	d16_1006_2	11	0.330563	0.754101	0.181066	0.174638	0.187493
d12_1010_5	d16_1006_2	11	0.369735	0.724495	0.173092	0.166326	0.179859
d12_1015_1	d16_1006_2	13	0.448535	0.791401	0.208815	0.20115	0.21648
d12_1015_2	d16_1006_2	11	0.553104	0.742255	0.381814	0.370795	0.392834
d12_1015_3	d16_1006_2	12	0.608155	0.670717	0.419153	0.407839	0.430467
d12_1015_4	d16_1006_2	8	0.230981	0.864341	0.177138	0.168144	0.186131
d12_1015_5	d16_1006_2	9	0.441344	0.747981	0.237585	0.229922	0.245247
d12_972_1	d16_1006_2	9	0.589805	0.802892	0.73252	0.725399	0.739641
d12_972_2	d16_1006_2	6	0.602035	0.802625	0.724041	0.716777	0.731304
d12_972_3	d16_1006_2	8	0.595809	0.735534	0.710109	0.702606	0.717612
d15_972_1	d16_1006_2	7	0.620097	0.771837	0.762726	0.756291	0.769162
d15_972_2	d16_1006_2	7	0.579965	0.753523	0.732942	0.725938	0.739945
d15_972_3	d16_1006_2	8	0.590013	0.772357	0.744945	0.738141	0.75175
d16_1006_1	d16_1006_2	12	0.163244	0.852618	0.02131	0.018096	0.024523
d0_972_1	d16_1006_4	11	0.458569	0.808673	0.134855	0.128984	0.140726
d0_972_2	d16_1006_4	9	0.390778	0.81507	0.134521	0.128651	0.140391
d0_972_3	d16_1006_4	10	0.432949	0.815115	0.135026	0.129154	0.140898
d10_1006_1	d16_1006_4	9	0.621338	0.796754	0.73427	0.727865	0.740675
d10_1006_2	d16_1006_4	8	0.69199	0.864642	0.725568	0.717042	0.734094
d10_1006_3	d16_1006_4	7	0.529532	0.821305	0.476032	0.46443	0.487635
d10_1007_1	d16_1006_4	5	0.705032	0.827452	0.732107	0.723644	0.74057
d10_1007_2	d16_1006_4	10	0.801839	0.705804	0.89191	0.888973	0.894848
d10_1007_3	d16_1006_4	10	0.63328	0.78461	0.751775	0.745944	0.757606
d10_1008_1	d16_1006_4	5	0.508009	0.790271	0.259637	0.24915	0.270124
d10_1008_3	d16_1006_4	9	0.773984	0.802607	0.851222	0.847284	0.85516
d10_1009_1	d16_1006_4	8	0.741141	0.790249	0.773093	0.765276	0.78091
d10_1009_2	d16_1006_4	7	0.787174	0.790424	0.881991	0.878669	0.885314
d10_1009_4	d16_1006_4	7	0.828882	0.784021	0.905609	0.902661	0.908558
d10_1010_2	d16_1006_4	5	0.800235	0.777611	0.842232	0.836807	0.847656
d10_1010_3	d16_1006_4	8	0.777345	0.765712	0.851388	0.847447	0.855328
d10_1010_4	d16_1006_4	6	0.755247	0.796457	0.83727	0.832851	0.841689
d10_1015_1	d16_1006_4	9	0.641629	0.75982	0.700188	0.692125	0.708251
d10_1015_2	d16_1006_4	16	0.736508	0.798023	0.830215	0.82546	0.834971
d10_1015_3	d16_1006_4	8	0.726939	0.778068	0.843251	0.839289	0.847213
d10_972_1	d16_1006_4	8	0.321289	0.808843	0.134063	0.128194	0.139931
d10_972_2	d16_1006_4	7	0.335921	0.827354	0.134657	0.128786	0.140529
d10_972_3	d16_1006_4	7	0.351736	0.777942	0.133556	0.12769	0.139421
d11_1001_fmt	d16_1006_4	15	0.957682	0.057503	0.945719	0.940814	0.950623
d11_1002_fmt	d16_1006_4	15	0.936935	0.138964	0.942322	0.937588	0.947056
d12_1001_fmt	d16_1006_4	15	0.953635	0.025019	0.944202	0.939704	0.948701
d12_1002_fmt	d16_1006_4	16	0.943685	0.090158	0.928838	0.923229	0.934447
d12_1006_1	d16_1006_4	8	0.597075	0.815327	0.733303	0.726016	0.74059
d12_1006_2	d16_1006_4	10	0.783217	0.827567	0.871379	0.867038	0.875719
d12_1006_3	d16_1006_4	8	0.757235	0.852334	0.862237	0.857293	0.867181
d12_1006_4	d16_1006_4	11	0.82056	0.858373	0.901837	0.898443	0.905231
d12_1006_5	d16_1006_4	10	0.759765	0.858562	0.875596	0.87176	0.879432
d12_1007_1	d16_1006_4	17	0.792661	0.798289	0.786349	0.777896	0.794802
d12_1007_2	d16_1006_4	17	0.685175	0.834463	0.568299	0.555739	0.580859
d12_1007_3	d16_1006_4	17	0.931875	-1.154357	0.976486	0.974261	0.978712
d12_1007_4	d16_1006_4	18	0.790099	0.655837	0.789857	0.782476	0.797238
d12_1007_5	d16_1006_4	15	0.742156	0.737493	0.75505	0.74734	0.762759
d12_1008_1	d16_1006_4	13	0.707743	0.815596	0.775212	0.769108	0.781315
d12_1008_2	d16_1006_4	12	0.728825	0.870521	0.776487	0.769649	0.783326
d12_1008_3	d16_1006_4	8	0.736505	0.827435	0.778429	0.771798	0.785059
d12_1008_4	d16_1006_4	10	0.720805	0.827374	0.751152	0.743633	0.758672
d12_1008_5	d16_1006_4	11	0.614241	0.864366	0.639836	0.631087	0.648585
d12_1009_1	d16_1006_4	11	0.701264	0.858383	0.807112	0.801705	0.812518
d12_1009_2	d16_1006_4	14	0.674409	0.833861	0.780428	0.7739	0.786957
d12_1009_4	d16_1006_4	16	0.610156	0.895506	0.677827	0.668412	0.687241
d12_1009_5	d16_1006_4	10	0.688361	0.877063	0.749858	0.741464	0.758251
d12_1010_2	d16_1006_4	17	0.836439	0.761973	0.862896	0.857616	0.868176
d12_1010_3	d16_1006_4	17	0.840148	0.74449	0.879045	0.874054	0.884036
d12_1010_4	d16_1006_4	15	0.830273	0.785542	0.859154	0.854224	0.864085
d12_1010_5	d16_1006_4	16	0.849421	0.7678	0.880788	0.876162	0.885413
d12_1015_1	d16_1006_4	18	0.791887	0.834855	0.828653	0.822553	0.834753
d12_1015_2	d16_1006_4	15	0.789675	0.773758	0.816774	0.810188	0.82336
d12_1015_3	d16_1006_4	15	0.830755	0.68981	0.860107	0.854418	0.865795
d12_1015_4	d16_1006_4	6	0.802693	0.821372	0.863832	0.858952	0.868711
d12_1015_5	d16_1006_4	13	0.833711	0.779336	0.87247	0.867678	0.877263
d12_972_1	d16_1006_4	10	0.144462	0.79666	0.025308	0.022134	0.028482
d12_972_2	d16_1006_4	7	0.177214	0.796524	0.015685	0.013552	0.017817
d12_972_3	d16_1006_4	10	0.164094	0.74166	0.010668	0.009673	0.011663
d15_972_1	d16_1006_4	7	0.543659	0.753235	0.607056	0.597978	0.616134
d15_972_2	d16_1006_4	9	0.470704	0.759731	0.495523	0.484407	0.50664
d15_972_3	d16_1006_4	12	0.495492	0.803014	0.547493	0.537281	0.557706
d16_1006_1	d16_1006_4	13	0.452584	0.84639	0.611973	0.603641	0.620305
d16_1006_2	d16_1006_4	11	0.49752	0.858495	0.668955	0.660481	0.677428
d0_972_1	d16_1006_5	15	0.841673	0.79054	0.844457	0.839666	0.849248
d0_972_2	d16_1006_5	11	0.82244	0.772419	0.844351	0.839557	0.849145
d0_972_3	d16_1006_5	13	0.834781	0.784793	0.844481	0.839691	0.849271
d10_1006_1	d16_1006_5	11	0.248409	0.753746	0.047132	0.044351	0.049913
d10_1006_2	d16_1006_5	9	0.198993	0.809876	0.051093	0.048094	0.054093
d10_1006_3	d16_1006_5	8	0.332934	0.766402	0.193204	0.182069	0.204338
d10_1007_1	d16_1006_5	7	0.22132	0.785075	0.045063	0.04219	0.047935
d10_1007_2	d16_1006_5	13	0.50381	0.673931	0.092388	0.086841	0.097935
d10_1007_3	d16_1006_5	13	0.305267	0.753721	0.044918	0.042184	0.047651
d10_1008_1	d16_1006_5	8	0.732103	0.760173	0.841656	0.83647	0.846841
d10_1008_3	d16_1006_5	10	0.391996	0.747259	0.103464	0.099767	0.107161
d10_1009_1	d16_1006_5	9	0.253548	0.734994	0.046655	0.043594	0.049717
d10_1009_2	d16_1006_5	12	0.379497	0.784483	0.097424	0.091645	0.103202
d10_1009_4	d16_1006_5	8	0.377901	0.728838	0.122943	0.116592	0.129294
d10_1010_2	d16_1006_5	7	0.250614	0.734582	0.083131	0.079113	0.087149
d10_1010_3	d16_1006_5	12	0.389655	0.747733	0.131135	0.126886	0.135384
d10_1010_4	d16_1006_5	10	0.319309	0.778331	0.062172	0.05886	0.065483
d10_1015_1	d16_1006_5	10	0.159452	0.7048	0.054297	0.050805	0.05779
d10_1015_2	d16_1006_5	20	0.242198	0.779612	0.057891	0.053518	0.062264
d10_1015_3	d16_1006_5	13	0.384407	0.771906	0.069208	0.064468	0.073949
d10_972_1	d16_1006_5	9	0.803443	0.753939	0.844318	0.839523	0.849114
d10_972_2	d16_1006_5	10	0.807975	0.797077	0.84444	0.839648	0.849232
d10_972_3	d16_1006_5	10	0.810919	0.747442	0.844268	0.839468	0.849067
d11_1001_fmt	d16_1006_5	19	0.958986	0.032987	0.974154	0.971723	0.976584
d11_1002_fmt	d16_1006_5	22	0.939539	0.153141	0.921125	0.915608	0.926642
d12_1001_fmt	d16_1006_5	21	0.955036	0.024904	0.969627	0.967022	0.972232
d12_1002_fmt	d16_1006_5	21	0.945811	0.080823	0.93879	0.934086	0.943494
d12_1006_1	d16_1006_5	10	0.06074	0.77257	0.008141	0.006482	0.009801
d12_1006_2	d16_1006_5	12	0.160875	0.784855	0.076019	0.070136	0.081902
d12_1006_3	d16_1006_5	10	0.153858	0.810009	0.050014	0.044509	0.05552
d12_1006_4	d16_1006_5	12	0.245494	0.80373	0.109507	0.103003	0.116012
d12_1006_5	d16_1006_5	12	0.220082	0.81609	0.073125	0.067437	0.078813
d12_1007_1	d16_1006_5	19	0.610415	0.755188	0.339692	0.326086	0.353298
d12_1007_2	d16_1006_5	21	0.561821	0.816192	0.436396	0.42225	0.450542
d12_1007_3	d16_1006_5	23	0.886653	-1.165449	0.761782	0.750977	0.772587
d12_1007_4	d16_1006_5	23	0.558739	0.647834	0.352155	0.340196	0.364113
d12_1007_5	d16_1006_5	22	0.37973	0.755455	0.144019	0.135998	0.15204
d12_1008_1	d16_1006_5	20	0.206957	0.834304	0.072379	0.069053	0.075705
d12_1008_2	d16_1006_5	16	0.211954	0.852862	0.06693	0.063352	0.070507
d12_1008_3	d16_1006_5	12	0.207067	0.809441	0.081128	0.077147	0.08511
d12_1008_4	d16_1006_5	15	0.233326	0.822064	0.076953	0.072767	0.08114
d12_1008_5	d16_1006_5	13	0.263676	0.822214	0.121117	0.113947	0.128288
d12_1009_1	d16_1006_5	13	0.17782	0.816001	0.041178	0.037501	0.044855
d12_1009_2	d16_1006_5	15	0.078992	0.778596	0.017363	0.015038	0.019688
d12_1009_4	d16_1006_5	16	0.174788	0.828385	0.03122	0.025962	0.036477
d12_1009_5	d16_1006_5	11	0.247242	0.822643	0.012269	0.010596	0.013942
d12_1010_2	d16_1006_5	20	0.464893	0.730591	0.171544	0.163811	0.179277
d12_1010_3	d16_1006_5	19	0.575315	0.700463	0.359943	0.348247	0.371639
d12_1010_4	d16_1006_5	19	0.340974	0.766887	0.126593	0.121328	0.131858
d12_1010_5	d16_1006_5	19	0.379877	0.736793	0.107628	0.102847	0.112409
d12_1015_1	d16_1006_5	19	0.457734	0.779418	0.205934	0.19668	0.215188
d12_1015_2	d16_1006_5	19	0.560237	0.754499	0.403558	0.391563	0.415553
d12_1015_3	d16_1006_5	20	0.614284	0.682414	0.428656	0.416407	0.440906
d12_1015_4	d16_1006_5	9	0.160036	0.791227	0.076769	0.07102	0.082519
d12_1015_5	d16_1006_5	15	0.450168	0.735978	0.210867	0.202486	0.219248
d12_972_1	d16_1006_5	11	0.700031	0.741411	0.820754	0.815404	0.826104
d12_972_2	d16_1006_5	9	0.715456	0.753724	0.817169	0.811754	0.822583
d12_972_3	d16_1006_5	15	0.710619	0.734662	0.811684	0.806175	0.817192
d15_972_1	d16_1006_5	13	0.727671	0.75912	0.866341	0.862192	0.87049
d15_972_2	d16_1006_5	11	0.699499	0.716251	0.847236	0.842662	0.851809
d15_972_3	d16_1006_5	13	0.703453	0.747485	0.854673	0.85026	0.859086
