group1	group2	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci
d1_1015_3	d33_1006_3	8	0.821042	0.680415	0.936582	0.934182	0.938982
d1_972_1	d33_1006_3	9	0.912959	0.636604	0.944657	0.942414	0.946901
d1_972_2	d33_1006_3	12	0.912304	0.655323	0.944723	0.94248	0.946966
d22_1006_1	d33_1006_3	17	0.192666	0.712014	0.010309	0.008614	0.012003
d22_1006_2	d33_1006_3	14	0.27996	0.737771	0.01771	0.015478	0.019942
d22_1006_3	d33_1006_3	29	0.217201	0.695479	0.023912	0.02145	0.026374
d22_1007_1	d33_1006_3	36	0.929684	-0.204292	0.987818	0.986669	0.988968
d22_1007_2	d33_1006_3	34	0.922519	-0.114514	0.989345	0.988624	0.990065
d22_1007_3	d33_1006_3	37	0.923097	-0.017917	0.983431	0.982258	0.984604
d22_1007_5	d33_1006_3	36	0.939905	0.065956	0.981705	0.980095	0.983315
d22_1008_1	d33_1006_3	38	0.893237	0.139603	0.973554	0.971906	0.975203
d22_1008_2	d33_1006_3	35	0.722505	-0.346325	0.722203	0.716475	0.727931
d22_1008_4	d33_1006_3	37	0.884164	0.042073	0.920579	0.916822	0.924335
d22_1008_5	d33_1006_3	35	0.846151	0.003414	0.815316	0.808356	0.822277
d22_1009_1	d33_1006_3	35	0.901393	0.100438	0.908169	0.903441	0.912897
d22_1009_2	d33_1006_3	33	0.948958	-0.112823	0.987693	0.986249	0.989136
d22_1009_4	d33_1006_3	36	0.911082	0.136966	0.983423	0.982284	0.984562
d22_1009_5	d33_1006_3	38	0.828353	0.083072	0.871555	0.867506	0.875604
d22_1010_3	d33_1006_3	36	0.841583	0.008215	0.830043	0.823688	0.836398
d22_1010_4	d33_1006_3	35	0.863137	-0.107727	0.792141	0.783911	0.800371
d22_1010_5	d33_1006_3	34	0.790518	0.038814	0.712565	0.704024	0.721106
d22_1015_1	d33_1006_3	33	0.917298	0.226832	0.940413	0.936509	0.944317
d22_1015_3	d33_1006_3	34	0.890348	0.145522	0.930353	0.927228	0.933479
d22_1015_4	d33_1006_3	34	0.857844	-0.078527	0.822266	0.815127	0.829406
d22_1015_5	d33_1006_3	35	0.692135	0.158055	0.549585	0.539743	0.559427
d27_1006_3	d33_1006_3	14	0.121322	0.724919	0.013791	0.011888	0.015694
d27_1006_4	d33_1006_3	12	0.161634	0.656772	0.007099	0.006378	0.00782
d27_1006_5	d33_1006_3	29	0.226557	0.671038	0.032422	0.030534	0.034311
d27_1007_1	d33_1006_3	37	0.922632	-0.132595	0.988086	0.9872	0.988972
d27_1007_2	d33_1006_3	37	0.957002	-0.253315	0.99471	0.994215	0.995204
d27_1007_3	d33_1006_3	35	0.93914	-0.197503	0.990037	0.989309	0.990765
d27_1007_5	d33_1006_3	35	0.94817	0.009114	0.992806	0.99215	0.993462
d27_1008_1	d33_1006_3	37	0.894703	0.148446	0.967057	0.965075	0.969039
d27_1008_2	d33_1006_3	35	0.749593	0.272899	0.622292	0.612427	0.632157
d27_1008_4	d33_1006_3	35	0.788779	0.228129	0.715218	0.706036	0.7244
d27_1008_5	d33_1006_3	36	0.903172	0.263401	0.886297	0.880018	0.892576
d27_1009_1	d33_1006_3	35	0.864657	-0.002659	0.871952	0.867025	0.87688
d27_1009_2	d33_1006_3	35	0.904411	-0.227343	0.908588	0.903492	0.913685
d27_1009_4	d33_1006_3	34	0.938625	-0.512261	0.98584	0.984568	0.987111
d27_1009_5	d33_1006_3	34	0.915885	-0.052997	0.927172	0.923156	0.931189
d27_1010_3	d33_1006_3	35	0.928218	-0.001359	0.980228	0.978739	0.981718
d27_1010_4	d33_1006_3	34	0.931183	-0.04999	0.980093	0.978417	0.98177
d27_1010_5	d33_1006_3	35	0.905135	-0.002034	0.925659	0.921797	0.929521
d27_1015_1	d33_1006_3	36	0.926302	-0.130761	0.98262	0.981229	0.984011
d27_1015_3	d33_1006_3	34	0.864741	-0.077613	0.872781	0.86795	0.877611
d27_1015_4	d33_1006_3	34	0.940115	-0.217641	0.953691	0.950345	0.957036
d27_1015_5	d33_1006_3	34	0.904883	0.136694	0.886784	0.880919	0.89265
d33_1006_1	d33_1006_3	19	0.152893	0.749027	0.042925	0.038694	0.047157
d33_1006_2	d33_1006_3	14	0.080114	0.731244	0.022223	0.019496	0.02495
d0_972_1	d33_1006_4	10	0.88714	0.452082	0.930626	0.928624	0.932628
d0_972_2	d33_1006_4	12	0.877733	0.509693	0.930553	0.928549	0.932557
d0_972_3	d33_1006_4	14	0.883653	0.521394	0.930634	0.928632	0.932636
d10_1006_1	d33_1006_4	13	0.34887	0.50183	0.086997	0.083346	0.090648
d10_1006_2	d33_1006_4	6	0.513099	0.499636	0.094579	0.089601	0.099558
d10_1006_3	d33_1006_4	7	0.589807	0.479155	0.306369	0.294732	0.318007
d10_1007_1	d33_1006_4	8	0.52938	0.523604	0.087744	0.08268	0.092808
d10_1007_2	d33_1006_4	16	0.269868	0.430465	0.058635	0.056026	0.061244
d10_1007_3	d33_1006_4	15	0.311429	0.502473	0.078174	0.075042	0.081306
d10_1008_1	d33_1006_4	6	0.839923	0.460475	0.923965	0.921421	0.926509
d10_1008_3	d33_1006_4	12	0.29924	0.497198	0.100286	0.096942	0.103631
d10_1009_1	d33_1006_4	11	0.556021	0.483629	0.069953	0.066598	0.073308
d10_1009_2	d33_1006_4	11	0.139831	0.496452	0.06746	0.064611	0.070308
d10_1009_4	d33_1006_4	14	0.13632	0.527023	0.08157	0.07827	0.084869
d10_1010_2	d33_1006_4	9	0.531794	0.483852	0.08226	0.078454	0.086065
d10_1010_3	d33_1006_4	12	0.32468	0.471637	0.130455	0.12618	0.134729
d10_1010_4	d33_1006_4	11	0.30919	0.516213	0.060649	0.058597	0.062701
d10_1015_1	d33_1006_4	10	0.465114	0.427209	0.108793	0.10333	0.114255
d10_1015_2	d33_1006_4	22	0.303631	0.524918	0.054181	0.052134	0.056229
d10_1015_3	d33_1006_4	10	0.167444	0.458379	0.058462	0.056241	0.060683
d10_972_1	d33_1006_4	10	0.869378	0.490522	0.930553	0.928549	0.932557
d10_972_2	d33_1006_4	12	0.871176	0.547386	0.930623	0.928621	0.932626
d10_972_3	d33_1006_4	8	0.873096	0.44616	0.930553	0.928548	0.932557
d11_1001_fmt	d33_1006_4	29	0.97562	-0.149376	0.982495	0.980518	0.984473
d11_1002_fmt	d33_1006_4	32	0.963837	-0.025901	0.930289	0.924955	0.935623
d12_1001_fmt	d33_1006_4	32	0.971475	-0.146452	0.978362	0.976118	0.980605
d12_1002_fmt	d33_1006_4	33	0.960263	-0.078183	0.950123	0.94574	0.954506
d12_1006_1	d33_1006_4	9	0.394122	0.484946	0.052226	0.047956	0.056495
d12_1006_2	d33_1006_4	13	0.403612	0.52288	0.049991	0.047159	0.052823
d12_1006_3	d33_1006_4	8	0.481664	0.512136	0.029667	0.02723	0.032104
d12_1006_4	d33_1006_4	15	0.330866	0.567258	0.068841	0.065429	0.072254
d12_1006_5	d33_1006_4	11	0.281384	0.529965	0.044335	0.041625	0.047045
d12_1007_1	d33_1006_4	21	0.769518	0.501175	0.385401	0.371283	0.399518
d12_1007_2	d33_1006_4	20	0.740652	0.526921	0.530113	0.516799	0.543427
d12_1007_3	d33_1006_4	57	0.932162	-1.055618	0.760202	0.749157	0.771247
d12_1007_4	d33_1006_4	30	0.726952	0.449215	0.396518	0.384187	0.408848
d12_1007_5	d33_1006_4	25	0.609421	0.512371	0.197391	0.18777	0.207013
d12_1008_1	d33_1006_4	17	0.432286	0.521272	0.102742	0.098065	0.107418
d12_1008_2	d33_1006_4	14	0.504625	0.554757	0.096524	0.091309	0.101738
d12_1008_3	d33_1006_4	11	0.495728	0.523364	0.111354	0.105859	0.116849
d12_1008_4	d33_1006_4	16	0.519466	0.559353	0.117635	0.111491	0.123779
d12_1008_5	d33_1006_4	14	0.522179	0.559836	0.201845	0.193294	0.210396
d12_1009_1	d33_1006_4	11	0.3398	0.517016	0.048133	0.046053	0.050213
d12_1009_2	d33_1006_4	16	0.417197	0.513977	0.038475	0.035773	0.041177
d12_1009_4	d33_1006_4	19	0.491135	0.59046	0.103766	0.095767	0.111765
d12_1009_5	d33_1006_4	14	0.550405	0.586407	0.047332	0.042968	0.051696
d12_1010_2	d33_1006_4	22	0.666758	0.474925	0.179849	0.170835	0.188864
d12_1010_3	d33_1006_4	24	0.736919	0.481529	0.370158	0.357842	0.382474
d12_1010_4	d33_1006_4	20	0.577367	0.501473	0.129394	0.123088	0.135699
d12_1010_5	d33_1006_4	24	0.610839	0.519636	0.09839	0.092829	0.103951
d12_1015_1	d33_1006_4	23	0.661466	0.55033	0.230813	0.220433	0.241193
d12_1015_2	d33_1006_4	17	0.72773	0.450434	0.436639	0.424415	0.448862
d12_1015_3	d33_1006_4	20	0.763871	0.399661	0.448747	0.436136	0.461358
d12_1015_4	d33_1006_4	10	0.481873	0.530126	0.055864	0.053246	0.058481
d12_1015_5	d33_1006_4	16	0.651919	0.469924	0.215927	0.206527	0.225326
d12_972_1	d33_1006_4	12	0.766576	0.477523	0.915005	0.912766	0.917245
d12_972_2	d33_1006_4	9	0.754153	0.478642	0.912193	0.909923	0.914463
d12_972_3	d33_1006_4	14	0.751601	0.444663	0.907366	0.905038	0.909694
d15_972_1	d33_1006_4	11	0.752306	0.458042	0.908134	0.905835	0.910432
d15_972_2	d33_1006_4	15	0.735498	0.48853	0.901685	0.899317	0.904053
d15_972_3	d33_1006_4	15	0.73741	0.495677	0.903614	0.901258	0.90597
d16_1006_1	d33_1006_4	19	0.373216	0.578162	0.139156	0.13192	0.146392
d16_1006_2	d33_1006_4	14	0.397129	0.553666	0.105699	0.098501	0.112896
d16_1006_4	d33_1006_4	14	0.703022	0.535705	0.872419	0.869025	0.875814
d16_1006_5	d33_1006_4	21	0.35545	0.552447	0.029282	0.026097	0.032467
d16_1007_1	d33_1006_4	33	0.969807	0.173783	0.985406	0.983989	0.986822
d16_1007_3	d33_1006_4	32	0.947954	0.124979	0.906489	0.900337	0.91264
d16_1007_5	d33_1006_4	23	0.885689	0.1099	0.961613	0.959942	0.963284
d16_1008_1	d33_1006_4	24	0.880337	0.424577	0.811452	0.803031	0.819874
d16_1008_2	d33_1006_4	25	0.7428	0.418505	0.68563	0.675871	0.695388
d16_1008_3_cecal	d33_1006_4	25	0.842183	0.206316	0.71382	0.702924	0.724716
d16_1008_4	d33_1006_4	22	0.875846	0.438065	0.741165	0.73071	0.751621
d16_1008_5	d33_1006_4	26	0.855483	0.430889	0.797745	0.789683	0.805807
d16_1009_1	d33_1006_4	24	0.914673	0.221513	0.944983	0.94181	0.948156
d16_1009_2	d33_1006_4	22	0.944622	0.430681	0.968751	0.966438	0.971064
d16_1009_4	d33_1006_4	26	0.937906	0.399659	0.97886	0.977516	0.980204
d16_1009_5	d33_1006_4	17	0.931322	0.457004	0.967551	0.96587	0.969231
d16_1010_3	d33_1006_4	27	0.923016	0.277628	0.812067	0.801253	0.822881
d16_1010_4	d33_1006_4	27	0.911794	0.051133	0.933176	0.929133	0.937218
d16_1010_5	d33_1006_4	27	0.923579	0.134109	0.958409	0.955932	0.960885
d16_1015_1	d33_1006_4	28	0.947666	0.182131	0.889954	0.882975	0.896933
d16_1015_3	d33_1006_4	27	0.949992	0.381699	0.978048	0.976528	0.979568
d16_1015_4	d33_1006_4	29	0.869982	0.158754	0.889009	0.883744	0.894275
d16_1015_5	d33_1006_4	30	0.939454	0.059602	0.928091	0.924046	0.932136
d16_972_1_colon	d33_1006_4	13	0.765819	0.483094	0.89775	0.895351	0.900148
d16_972_3_colon	d33_1006_4	11	0.7461	0.464523	0.895024	0.8926	0.897447
d19_1006_1	d33_1006_4	16	0.412356	0.567966	0.027857	0.025928	0.029785
d19_1006_2	d33_1006_4	14	0.435961	0.561346	0.026408	0.023725	0.02909
d19_1006_3	d33_1006_4	16	0.498406	0.548003	0.015395	0.013424	0.017367
d19_1006_4	d33_1006_4	14	0.590496	0.548033	0.537178	0.524378	0.549979
d19_1006_5	d33_1006_4	25	0.376199	0.526101	0.023431	0.021335	0.025527
d19_1007_1	d33_1006_4	34	0.934364	-0.141541	0.964819	0.962465	0.967172
d19_1007_2	d33_1006_4	27	0.93028	0.106385	0.883492	0.877595	0.88939
d19_1007_3	d33_1006_4	33	0.889467	0.196628	0.904337	0.899862	0.908811
d19_1007_5	d33_1006_4	34	0.854034	-0.258204	0.958489	0.956877	0.960101
d19_1008_1	d33_1006_4	31	0.953864	-0.113547	0.980721	0.979238	0.982203
d19_1008_2	d33_1006_4	32	0.965387	0.030534	0.950751	0.946884	0.954619
d19_1008_3	d33_1006_4	33	0.924013	-0.189249	0.897946	0.893381	0.90251
d19_1008_4	d33_1006_4	30	0.971001	-0.101693	0.978819	0.976878	0.980761
d19_1009_1	d33_1006_4	29	0.859837	0.291632	0.962621	0.961278	0.963964
d19_1009_2	d33_1006_4	30	0.953275	0.119711	0.971738	0.969668	0.973809
d19_1009_4	d33_1006_4	32	0.95484	-0.357365	0.979344	0.977858	0.980831
d19_1009_5	d33_1006_4	35	0.785647	-0.103621	0.750519	0.744143	0.756895
d19_1010_3	d33_1006_4	34	0.970259	-0.016337	0.97659	0.974264	0.978916
d19_1010_4	d33_1006_4	33	0.838839	0.268881	0.694917	0.68478	0.705054
d19_1010_5	d33_1006_4	36	0.894686	-0.038284	0.856678	0.85186	0.861495
d19_1015_1	d33_1006_4	33	0.964461	0.092389	0.9845	0.983167	0.985832
d19_1015_3	d33_1006_4	31	0.964867	-0.092367	0.984757	0.983406	0.986107
d19_1015_4	d33_1006_4	33	0.970051	-0.187042	0.979758	0.977917	0.9816
d19_1015_5	d33_1006_4	33	0.875546	-0.005255	0.734954	0.726468	0.74344
d1_1006_1	d33_1006_4	13	0.780302	0.45745	0.915219	0.912978	0.91746
d1_1006_2	d33_1006_4	13	0.680479	0.495662	0.896702	0.894249	0.899155
d1_1006_3	d33_1006_4	11	0.692644	0.515569	0.90335	0.900946	0.905754
d1_1007_1	d33_1006_4	16	0.691489	0.506974	0.897535	0.895096	0.899975
d1_1007_2	d33_1006_4	10	0.69369	0.451756	0.902441	0.900042	0.904841
d1_1007_3	d33_1006_4	12	0.74353	0.515829	0.906853	0.904552	0.909154
d1_1008_1	d33_1006_4	9	0.792722	0.439802	0.915465	0.913248	0.917682
d1_1008_2	d33_1006_4	11	0.79005	0.472018	0.914417	0.912188	0.916647
d1_1008_3	d33_1006_4	8	0.716062	0.440259	0.905059	0.902696	0.907423
d1_1009_1	d33_1006_4	10	0.7928	0.472845	0.916761	0.914621	0.918901
d1_1009_2	d33_1006_4	13	0.811533	0.528141	0.924062	0.921939	0.926186
d1_1009_3	d33_1006_4	11	0.787525	0.510641	0.917508	0.915305	0.919712
d1_1010_1	d33_1006_4	10	0.742264	0.472093	0.909555	0.907388	0.911721
d1_1010_2	d33_1006_4	12	0.689143	0.509059	0.905702	0.903465	0.90794
d1_1010_3	d33_1006_4	11	0.650374	0.549195	0.892683	0.890183	0.895183
d1_1015_1	d33_1006_4	11	0.717123	0.497247	0.904165	0.901891	0.906438
d1_1015_2	d33_1006_4	22	0.650293	0.557748	0.891587	0.889139	0.894035
d1_1015_3	d33_1006_4	10	0.748063	0.497303	0.912436	0.910139	0.914734
d1_972_1	d33_1006_4	11	0.873527	0.451549	0.930474	0.928468	0.93248
d1_972_2	d33_1006_4	14	0.872907	0.470019	0.930525	0.92852	0.93253
d22_1006_1	d33_1006_4	19	0.10775	0.5275	0.005103	0.004391	0.005815
d22_1006_2	d33_1006_4	20	0.067957	0.604716	0.009	0.008079	0.009921
d22_1006_3	d33_1006_4	26	0.125126	0.445661	0.012258	0.011101	0.013414
d22_1007_1	d33_1006_4	34	0.95135	-0.48042	0.985093	0.983824	0.986361
d22_1007_2	d33_1006_4	36	0.944814	-0.339034	0.986057	0.985237	0.986878
d22_1007_3	d33_1006_4	35	0.943563	-0.283909	0.980077	0.9788	0.981354
d22_1007_5	d33_1006_4	36	0.95866	-0.173581	0.978646	0.97691	0.980383
d22_1008_1	d33_1006_4	36	0.923049	-0.124024	0.968343	0.966556	0.97013
d22_1008_2	d33_1006_4	33	0.780913	-0.628787	0.699611	0.693491	0.705731
d22_1008_4	d33_1006_4	35	0.91744	-0.227066	0.913133	0.909103	0.917163
d22_1008_5	d33_1006_4	33	0.892551	-0.262928	0.79955	0.792027	0.807072
d22_1009_1	d33_1006_4	33	0.932331	-0.161972	0.901902	0.896882	0.906923
d22_1009_2	d33_1006_4	32	0.959406	-0.371554	0.98608	0.984532	0.987628
d22_1009_4	d33_1006_4	34	0.936477	-0.125465	0.979463	0.978213	0.980712
d22_1009_5	d33_1006_4	37	0.869648	-0.169836	0.86221	0.857893	0.866526
d22_1010_3	d33_1006_4	34	0.888158	-0.257714	0.815212	0.808353	0.822071
d22_1010_4	d33_1006_4	35	0.900444	-0.355893	0.775464	0.766572	0.784357
d22_1010_5	d33_1006_4	35	0.851442	-0.188637	0.688922	0.679752	0.698092
d22_1015_1	d33_1006_4	32	0.944439	-0.019344	0.933991	0.929798	0.938184
d22_1015_3	d33_1006_4	31	0.919601	-0.128002	0.9246	0.921267	0.927932
d22_1015_4	d33_1006_4	36	0.901728	-0.29807	0.806647	0.798916	0.814379
d22_1015_5	d33_1006_4	35	0.778543	-0.078838	0.51929	0.509029	0.529551
d27_1006_3	d33_1006_4	15	0.293411	0.530017	0.005698	0.004896	0.006501
d27_1006_4	d33_1006_4	16	0.173099	0.496935	0.017867	0.016027	0.019706
d27_1006_5	d33_1006_4	33	0.158181	0.506608	0.025608	0.024038	0.027179
d27_1007_1	d33_1006_4	37	0.944991	-0.383624	0.984827	0.983835	0.985819
d27_1007_2	d33_1006_4	36	0.969453	-0.519601	0.99325	0.992682	0.993818
d27_1007_3	d33_1006_4	33	0.959042	-0.470822	0.986705	0.985838	0.987573
d27_1007_5	d33_1006_4	31	0.96313	-0.283593	0.990855	0.990113	0.991597
d27_1008_1	d33_1006_4	34	0.921813	-0.12675	0.962054	0.959918	0.964189
d27_1008_2	d33_1006_4	31	0.822969	-0.00942	0.590784	0.580291	0.601278
d27_1008_4	d33_1006_4	33	0.849366	-0.030673	0.689837	0.679945	0.699729
d27_1008_5	d33_1006_4	33	0.935747	-0.008124	0.875917	0.869135	0.882699
d27_1009_1	d33_1006_4	33	0.902449	-0.269118	0.861494	0.856192	0.866796
d27_1009_2	d33_1006_4	35	0.93254	-0.478883	0.900401	0.894886	0.905915
d27_1009_4	d33_1006_4	35	0.950242	-0.761142	0.984181	0.982819	0.985542
d27_1009_5	d33_1006_4	34	0.941276	-0.296102	0.92148	0.917163	0.925796
d27_1010_3	d33_1006_4	36	0.948589	-0.234873	0.976849	0.97524	0.978458
d27_1010_4	d33_1006_4	35	0.952109	-0.283204	0.976763	0.974946	0.97858
d27_1010_5	d33_1006_4	33	0.933251	-0.26933	0.918817	0.914662	0.922971
d27_1015_1	d33_1006_4	34	0.947721	-0.404652	0.979197	0.977682	0.980712
d27_1015_3	d33_1006_4	34	0.901943	-0.323439	0.862688	0.857493	0.867883
d27_1015_4	d33_1006_4	35	0.958973	-0.455976	0.94959	0.945977	0.953202
d27_1015_5	d33_1006_4	31	0.935807	-0.139163	0.877074	0.870749	0.883398
d33_1006_1	d33_1006_4	20	0.331613	0.554101	0.016164	0.013959	0.018368
d33_1006_2	d33_1006_4	16	0.25151	0.54862	0.007708	0.006728	0.008688
d33_1006_3	d33_1006_4	29	0.266182	0.582963	0.012619	0.010738	0.014501
d0_972_1	d33_1006_5	12	0.946968	-0.0077	0.95309	0.950981	0.9552
d0_972_2	d33_1006_5	13	0.941208	0.040084	0.953031	0.95092	0.955142
d0_972_3	d33_1006_5	13	0.944918	0.028197	0.953105	0.950996	0.955213
d10_1006_1	d33_1006_5	13	0.487848	0.019019	0.341813	0.33464	0.348987
d10_1006_2	d33_1006_5	8	0.472722	0.045854	0.346318	0.339168	0.353468
d10_1006_3	d33_1006_5	9	0.576137	0.023863	0.464018	0.454617	0.473419
d10_1007_1	d33_1006_5	8	0.48301	0.045824	0.329233	0.321928	0.336538
d10_1007_2	d33_1006_5	14	0.642981	-0.084718	0.35699	0.34894	0.36504
d10_1007_3	d33_1006_5	15	0.521052	0.01605	0.334415	0.327121	0.34171
d10_1008_1	d33_1006_5	9	0.912915	0.016116	0.941366	0.938716	0.944015
d10_1008_3	d33_1006_5	14	0.573843	0.037991	0.307448	0.300186	0.314709
d10_1009_1	d33_1006_5	13	0.480598	0.024852	0.337168	0.32971	0.344626
d10_1009_2	d33_1006_5	11	0.56549	0.013714	0.374648	0.366718	0.382578
d10_1009_4	d33_1006_5	9	0.554329	-0.016672	0.394106	0.386225	0.401986
d10_1010_2	d33_1006_5	10	0.436101	0.013561	0.302934	0.295471	0.310396
d10_1010_3	d33_1006_5	14	0.571374	0.010909	0.317972	0.310945	0.324999
d10_1010_4	d33_1006_5	11	0.529172	0.034579	0.304757	0.29705	0.312463
d10_1015_1	d33_1006_5	13	0.413779	-0.02185	0.344433	0.33729	0.351575
d10_1015_2	d33_1006_5	35	0.470772	0.2086	0.339296	0.331405	0.347187
d10_1015_3	d33_1006_5	12	0.568341	0.000128	0.354075	0.346244	0.361906
d10_972_1	d33_1006_5	9	0.936206	-0.005242	0.953028	0.950916	0.955139
d10_972_2	d33_1006_5	9	0.937374	0.031355	0.953088	0.950978	0.955198
d10_972_3	d33_1006_5	7	0.93859	-0.050843	0.952999	0.950886	0.955113
d11_1001_fmt	d33_1006_5	101	0.774309	0.214678	0.859858	0.854015	0.865702
d11_1002_fmt	d33_1006_5	96	0.703282	0.248169	0.756002	0.745917	0.766087
d12_1001_fmt	d33_1006_5	104	0.709415	0.216291	0.853879	0.848129	0.85963
d12_1002_fmt	d33_1006_5	99	0.727286	0.218425	0.815159	0.806793	0.823526
d12_1006_1	d33_1006_5	10	0.347941	0.015728	0.280818	0.273452	0.288184
d12_1006_2	d33_1006_5	13	0.390353	0.040036	0.355216	0.346961	0.363471
d12_1006_3	d33_1006_5	10	0.341125	0.057127	0.324909	0.316325	0.333494
d12_1006_4	d33_1006_5	15	0.434471	0.088619	0.381557	0.373435	0.389679
d12_1006_5	d33_1006_5	13	0.436049	0.075629	0.350155	0.341928	0.358382
d12_1007_1	d33_1006_5	34	0.549307	0.183625	0.19184	0.180036	0.203644
d12_1007_2	d33_1006_5	31	0.603794	0.185949	0.424909	0.409275	0.440542
d12_1007_3	d33_1006_5	44	0.879311	-1.910856	0.641247	0.625612	0.656883
d12_1007_4	d33_1006_5	40	0.494509	0.085003	0.208143	0.197636	0.21865
d12_1007_5	d33_1006_5	39	0.439699	0.206429	0.187559	0.180627	0.194492
d12_1008_1	d33_1006_5	23	0.463719	0.114702	0.299683	0.292702	0.306664
d12_1008_2	d33_1006_5	17	0.449004	0.11295	0.293555	0.286508	0.300602
d12_1008_3	d33_1006_5	13	0.449747	0.067196	0.298546	0.291595	0.305497
d12_1008_4	d33_1006_5	20	0.480732	0.128948	0.305842	0.298897	0.312786
d12_1008_5	d33_1006_5	15	0.489397	0.094555	0.349033	0.341489	0.356577
d12_1009_1	d33_1006_5	14	0.441628	0.073897	0.327308	0.319493	0.335122
d12_1009_2	d33_1006_5	17	0.363959	0.04485	0.293763	0.28597	0.301556
d12_1009_4	d33_1006_5	19	0.459532	0.113088	0.271214	0.263765	0.278664
d12_1009_5	d33_1006_5	13	0.467506	0.096809	0.285328	0.277709	0.292947
d12_1010_2	d33_1006_5	35	0.448144	0.15272	0.15803	0.151905	0.164154
d12_1010_3	d33_1006_5	36	0.522441	0.147033	0.274838	0.264156	0.285519
d12_1010_4	d33_1006_5	30	0.415979	0.145615	0.2234	0.216578	0.230222
d12_1010_5	d33_1006_5	35	0.382173	0.177003	0.180687	0.173104	0.18827
d12_1015_1	d33_1006_5	29	0.443591	0.14718	0.172703	0.166127	0.179279
d12_1015_2	d33_1006_5	33	0.45832	0.167118	0.250684	0.239565	0.261803
d12_1015_3	d33_1006_5	40	0.479873	0.160801	0.244807	0.232732	0.256882
d12_1015_4	d33_1006_5	12	0.3677	0.077203	0.355672	0.347461	0.363883
d12_1015_5	d33_1006_5	29	0.41676	0.153427	0.181065	0.17451	0.18762
d12_972_1	d33_1006_5	11	0.883278	-0.019281	0.940706	0.938302	0.94311
d12_972_2	d33_1006_5	8	0.88803	-0.015904	0.938419	0.935972	0.940866
d12_972_3	d33_1006_5	13	0.886581	-0.056904	0.934352	0.931827	0.936877
d15_972_1	d33_1006_5	8	0.887228	-0.063962	0.937846	0.935445	0.940248
d15_972_2	d33_1006_5	12	0.877288	-0.033688	0.93112	0.928588	0.933651
d15_972_3	d33_1006_5	14	0.873916	0.000454	0.932939	0.930433	0.935446
d16_1006_1	d33_1006_5	21	0.437324	0.124507	0.317403	0.310245	0.32456
d16_1006_2	d33_1006_5	15	0.416363	0.087327	0.278964	0.272189	0.285738
d16_1006_4	d33_1006_5	17	0.816439	0.093887	0.904658	0.901329	0.907987
d16_1006_5	d33_1006_5	25	0.354278	0.122528	0.253088	0.245671	0.260505
d16_1007_1	d33_1006_5	95	0.49844	0.43371	0.781442	0.775252	0.787632
d16_1007_3	d33_1006_5	89	0.566178	0.32241	0.674011	0.662251	0.68577
d16_1007_5	d33_1006_5	78	0.462695	0.287016	0.776839	0.770617	0.783062
d16_1008_1	d33_1006_5	50	0.519121	0.263427	0.557322	0.543219	0.571425
d16_1008_2	d33_1006_5	52	0.517243	0.270056	0.481417	0.467387	0.495447
d16_1008_3_cecal	d33_1006_5	71	0.548327	0.274045	0.47433	0.458565	0.490096
d16_1008_4	d33_1006_5	42	0.560079	0.203202	0.490549	0.474928	0.506171
d16_1008_5	d33_1006_5	51	0.526674	0.254208	0.562118	0.549023	0.575212
d16_1009_1	d33_1006_5	70	0.660142	0.295704	0.791854	0.785135	0.798572
d16_1009_2	d33_1006_5	48	0.626267	0.27041	0.792914	0.786377	0.799451
d16_1009_4	d33_1006_5	60	0.584855	0.331319	0.801342	0.79541	0.807274
d16_1009_5	d33_1006_5	37	0.65222	0.226755	0.807457	0.801707	0.813207
d16_1010_3	d33_1006_5	72	0.685096	0.340369	0.572229	0.554703	0.589756
d16_1010_4	d33_1006_5	93	0.670225	0.360275	0.803311	0.795587	0.811034
d16_1010_5	d33_1006_5	85	0.624112	0.347765	0.799447	0.792961	0.805933
d16_1015_1	d33_1006_5	81	0.628805	0.339911	0.672835	0.660311	0.685358
d16_1015_3	d33_1006_5	60	0.647409	0.303301	0.813756	0.808068	0.819444
d16_1015_4	d33_1006_5	87	0.537874	0.373105	0.713063	0.703375	0.722751
d16_1015_5	d33_1006_5	98	0.525513	0.387442	0.697151	0.688212	0.706089
d16_972_1_colon	d33_1006_5	9	0.894885	-0.050939	0.925896	0.923266	0.928525
d16_972_3_colon	d33_1006_5	9	0.87782	-0.043326	0.923327	0.920655	0.925998
d19_1006_1	d33_1006_5	19	0.347296	0.126413	0.264784	0.256587	0.272981
d19_1006_2	d33_1006_5	13	0.324407	0.071681	0.323916	0.315195	0.332637
d19_1006_3	d33_1006_5	17	0.380132	0.082154	0.264755	0.256594	0.272916
d19_1006_4	d33_1006_5	16	0.66074	0.093902	0.577367	0.564888	0.589846
d19_1006_5	d33_1006_5	36	0.35371	0.17929	0.275521	0.267666	0.283377
d19_1007_1	d33_1006_5	114	0.461621	0.322836	0.767829	0.76087	0.774788
d19_1007_2	d33_1006_5	94	0.441643	0.428138	0.621194	0.609708	0.632679
d19_1007_3	d33_1006_5	81	0.428816	0.289066	0.684991	0.675564	0.694418
d19_1007_5	d33_1006_5	116	0.470567	0.227899	0.792892	0.787146	0.798638
d19_1008_1	d33_1006_5	109	0.478036	0.332915	0.78357	0.777369	0.789771
